itemid,movies,actors
1486,Girl in the Cadillac (1995),"['Erika Eleniak', 'William McNamara', 'Michael Lerner']"
1487,Even Cowgirls Get the Blues (1993),"['Uma Thurman', 'Lorraine Bracco', 'Pat Morita']"
1488,Germinal (1993),"['Miou-Miou', 'Renaud', 'Jean Carmet']"
1489,Chasers (1994),"['Tom Berenger', 'William McNamara', 'Erika Eleniak']"
1490,Fausto (1993),"['Kên Higelin', 'Jean Yanne', 'Florence Darel']"
1491,Tough and Deadly (1995),"['Billy Blanks', 'Roddy Piper', 'Richard Norton']"
1492,Window to Paris (1994),"['Agnès Soral', 'Sergey Dreyden', 'Viktor Mikhailov']"
1493,A Modern Affair (1995),"['Lisa Eichhorn', 'Caroline Aaron', 'Robert LuPone']"
1494,Il Mostro (1994),"['Roberto Benigni', 'Michel Blanc', 'Nicoletta Braschi']"
1495,Flirt (1995),"['Paul Austin', 'Robert John Burke', 'Martin Donovan']"
1496,Carpool (1996),"['Tom Arnold', 'David Paymer', 'Rhea Perlman']"
1497,The Line King: Al Hirschfeld (1996),"['Julie Andrews', 'Lauren Bacall', 'Carol Channing']"
1498,Farmer & Chase (1995),"['Todd Field', 'Ben Gazzara', 'Lara Flynn Boyle']"
1499,Grosse Fatigue (1994),"['Michel Blanc', 'Carole Bouquet', 'Philippe Noiret']"
1500,Santa with Muscles (1996),Unknow
1501,Prisoner of the Mountains (Kavkazsky Plennik) (1996),"['Oleg Menshikov', 'Sergey Bodrov', 'Jemal Sikharulidze']"
1502,Naked in New York (1994),"['Timothée Chalamet', 'Elle Fanning', 'Liev Schreiber']"
1503,Gold Diggers: The Secret of Bear Mountain (1995),"['Christina Ricci', 'Anna Chlumsky', 'Polly Draper']"
1504,Der Bewegte Mann (1994),Unknow
1505,Killer: A Journal of Murder (1995),"['James Woods', 'Robert Sean Leonard', 'Ellen Greene']"
1506,Nelly & Monsieur Arnaud (1995),"['Emmanuelle Béart', 'Michel Serrault', 'Jean-Hugues Anglade']"
1507,Three Lives and Only One Death (1996),"['Marcello Mastroianni', 'Anna Galiena', 'Marisa Paredes']"
1508,The Babysitter (1995),"['Alicia Silverstone', 'Jeremy London', 'J.T. Walsh']"
1509,Getting Even with Dad (1994),"['Macaulay Culkin', 'Ted Danson', 'Glenne Headly']"
1510,Mad Dog Time (1996),"['Michael J. Pollard', 'Henry Silva', 'Gabriel Byrne']"
1511,Children of the Revolution (1996),"['Judy Davis', 'Sam Neill', 'F. Murray Abraham']"
1512,The World of Apu (1959),"['Soumitra Chatterjee', 'Sharmila Tagore', 'Alok Chakravarty']"
1513,Sprung (1997),"['Tisha Campbell', 'Rusty Cundieff', 'Paula Jai Parker']"
1514,Dream With the Fishes (1997),"['David Arquette', 'Brad Hunt', 'Cathy Moriarty']"
1515,Wings of Courage (1995),"['Craig Sheffer', 'Tom Hulce', 'Elizabeth McGovern']"
1516,The Wedding Gift (1994),"['Jon Voight', 'James Caan', 'Teri Polo']"
1517,Race the Sun (1996),"['Halle Berry', 'Jim Belushi', 'Bill Hunter']"
1518,Losing Isaiah (1995),"['Jessica Lange', 'Halle Berry', 'David Strathairn']"
1519,New Jersey Drive (1995),"['Shar-Ron Corley', 'Gabriel Casseus', 'Saul Stein']"
1520,The Fear (1995),"['Eddie Bowz', 'Heather Medway', 'Ann Turkel']"
1521,Mr. Wonderful (1993),"['Matt Dillon', 'Annabella Sciorra', 'Mary-Louise Parker']"
1522,Trial by Jury (1994),"['Joanne Whalley', 'Armand Assante', 'Gabriel Byrne']"
1523,A Good Man in Africa (1994),"['Colin Friels', 'Sean Connery', 'John Lithgow']"
1524,Kaspar Hauser (1993),"['André Eisermann', 'Udo Samel', 'Jeremy Clyde']"
1525,The Object of My Affection (1998),"['Paul Rudd', 'Kali Rocha', 'Jennifer Aniston']"
1526,Witness (1985),"['Harrison Ford', 'Kelly McGillis', 'Josef Sommer']"
1527,Senseless (1998),"['Marlon Wayans', 'Brad Dourif', 'Esther Scott']"
1528,Nowhere (1997),"['James Duval', 'Rachel True', 'Nathan Bexton']"
1529,Underground (1995),"[""Predrag 'Miki' Manojlovic"", 'Lazar Ristovski', 'Mirjana Jokovic']"
1530,Jefferson in Paris (1995),"['Nick Nolte', 'Gwyneth Paltrow', 'Estelle Eonnet']"
1531,Far From Home: The Adventures of Yellow Dog (1995),"['Mimi Rogers', 'Bruce Davison', 'Jesse Bradford']"
1532,Foreign Student (1994),"['Robin Givens', 'Marco Hofschneider', 'Rick Johnson']"
1533,I Don't Want to Talk About It (De eso no se habla) (1993),['Unknow']
1534,Twin Town (1997),"['Llyr Ifans', 'Rhys Ifans', 'Dorien Thomas']"
1535,L' Enfer (1994),"['Emmanuelle Béart', 'François Cluzet', 'Nathalie Cardone']"
1536,Aiqing wansui (1994),"['Chen Chao-jung', 'Kang-sheng Lee', 'Kuei-Mei Yang']"
1537,Cosi (1996),"['Ben Mendelsohn', 'Barry Otto', 'Toni Collette']"
1538,All Over Me (1997),"['Alison Folland', 'Tara Subkoff', 'Cole Hauser']"
1539,Being Human (1993),"['Sam Witwer', 'Meaghan Rath', 'Sam Huntington']"
1540,The Amazing Panda Adventure (1995),"['Stephen Lang', 'Ryan Slater', 'Yi Ding']"
1541,Maine Beans of Egypt Maine,"['Martha Plimpton', 'Kelly Lynch', 'Rutger Hauer']"
1542,The Scarlet Letter (1926),"['Lillian Gish', 'Lars Hanson', 'Henry B. Walthall']"
1543,Johns (1996),"['David Arquette', 'Lukas Haas', 'Tony Epper']"
1544,It Takes Two (1995),"['Kirstie Alley', 'Steve Guttenberg', 'Mary-Kate Olsen']"
1545,Frankie Starlight (1995),"['Corban Walker', 'Niall Toibin', 'Owen Roe']"
1546,Shadows (Cienie) (1988),"['Stephen Au', 'Olga Dibtseva', 'Michael Gor']"
1547,The Show (1995),"['Drew Carey', 'Diedrich Bader', 'Kathy Kinney']"
1548,The Courtyard (1995),"['Andrew McCarthy', 'Mädchen Amick', 'Cheech Marin']"
1549,Dream Man (1995),"['Patsy Kensit', 'Bruce Greenwood', 'Andrew McCarthy']"
1550,Destiny Turns on the Radio (1995),"['Dylan McDermott', 'Nancy Travis', 'James Le Gros']"
1551,The Glass Shield (1994),"['Erich Anderson', 'Richard Anderson', 'Thomas Babson']"
1552,The Hunted (1995),"['Christopher Lambert', 'John Lone', 'Joan Chen']"
1553,The Underneath (1995),"['Peter Gallagher', 'Alison Elliott', 'William Fichtner']"
1554,Safe Passage (1994),"['Susan Sarandon', 'Nick Stahl', 'Sam Shepard']"
1555,The Secret Adventures of Tom Thumb (1993),"['Nick Upton', 'Deborah Collard', 'Frank Passingham']"
1556,Condition Red (1995),"['James Russo', 'Cynda Williams', 'Paul Calderon']"
1557,Yankee Zulu (1994),"['Leon Schuster', 'John Matshikiza', 'Wilson Dunster']"
1558,Aparajito (1956),"['Kamala Adhikari', 'Rani Bala', 'Lalchand Banerjee']"
1559,Hostile Intentions (1994),"['Tia Carrere', 'Rigg Kennedy', 'Lisa Dean Ryan']"
1560,Clean Slate (Coup de Torchon) (1981),"['Philippe Noiret', 'Isabelle Huppert', 'Jean-Pierre Marielle']"
1561,Tigrero: A Film That Was Never Made (1994),"['Samuel Fuller', 'Jim Jarmusch']"
1562,The Eye of Vichy Vichy,"['Michel Bouquet', 'Brian Cox', 'Maquisard Alfonso']"
1563,The Promise (Versprechen,"['Josef Altin', 'Mina E. Mina', 'Aleksandar Mikic']"
1564,To Cross the Rubicon (1991),"['Patricia Royce', 'Lorraine Devon Wilke', 'JD Souther']"
1565,Daens (1992),"['Jan Decleir', 'Gérard Desarthe', 'Antje de Boeck']"
1566,The Man from Down Under (1943),"['Charles Laughton', 'Binnie Barnes', 'Richard Carlson']"
1567,Careful (1992),"['Kyle McCulloch', 'Gosia Dobrowolska', 'Sarah Neville']"
1568,Vermont Is For Lovers (1992),"['George Thrush', 'Marya Cohn', ""Ann O'Brien""]"
1569,La Vie est belle (1987),"['Papa Wemba', 'Bibi Krubwa', 'Landu Nzunzimbu Matshia']"
1570,Quartier Mozart (1992),"['Serge Amougou', 'Saïdou Abatcha', 'Timoléon Luc Boyogueno']"
1571,Touki Bouki (Journey of the Hyena) (1973),"['Magaye Niang', 'Myriam Niang', 'Christoph Colomb']"
1572,Wend Kuuni (God's Gift) (1982),['Unknow']
1573,Spirits of the Dead (Tre passi nel delirio) (1968),"['Brigitte Bardot', 'Alain Delon', 'Jane Fonda']"
1574,Pharaoh's Army (1995),"['Chris Cooper', 'Patricia Clarkson', 'Kris Kristofferson']"
1575,Worst I (Yo,Unknow
1576,A Hungarian Fairy Tale (1987),"['Dávid Vermes', 'Pál Hetényi', 'Frantisek Husák']"
1577,La) Death in the Garden (Mort en ce jardin (1956),"['Simone Signoret', 'Charles Vanel', 'Georges Marchal']"
1578,La Collectionneuse (1967),"['Patrick Bauchau', 'Haydée Politoff', 'Daniel Pommereulle']"
1579,Baton Rouge (1988),"['Victoria Abril', 'Carmen Maura', 'Antonio Banderas']"
1580,Liebelei (1933),"['Wolfgang Liebeneiner', 'Carl Esmond', 'Magda Schneider']"
1581,The Woman in Question (1950),"['Jean Kent', 'Dirk Bogarde', 'John McCallum']"
1582,T-Men (1947),"[""Dennis O'Keefe"", 'Mary Meade', 'Alfred Ryder']"
1583,The Invitation (1986),"['Serena Grandi', 'Claudine Auger', 'Marina Vlady']"
1584,La Symphonie pastorale (1946),"['Michèle Morgan', 'Pierre Blanchar', 'Line Noro']"
1585,American Dream (1990),"['Lewie Anderson', 'R.J. Bergstrom', 'Ron Bergstrom']"
1586,Lashou shentan (1992),"['Chow Yun-Fat', 'Tony Leung Chiu-wai', 'Teresa Mo']"
1587,Terror in a Texas Town (1958),"['Sterling Hayden', 'Sebastian Cabot', 'Carol Kelly']"
1588,Salut cousin! (1996),"['Gad Elmaleh', 'Messaoud Hattau', 'Magaly Berdy']"
1589,Schizopolis (1996),"['Scott Allen', 'Betsy Brantley', 'Marcus Lyle Brown']"
1590,or To Have (1995),"['Sandrine Kiberlain', 'Arnaud Giovaninetti', 'Roschdy Zem']"
1591,Duoluo tianshi (1995),"['Leon Lai', 'Michelle Reis', 'Takeshi Kaneshiro']"
1592,The Magic Hour (1998),"['Magic Johnson', 'Sheila E.', 'Michael Orenstein']"
1593,Death in Brunswick (1991),"['Sam Neill', 'Zoe Carides', 'John Clarke']"
1594,Everest (1998),"['Liam Neeson', 'Lhakpa Dorji', 'Dorje Sherpa']"
1595,Shopping (1994),"['Sadie Frost', 'Jude Law', 'Sean Pertwee']"
1596,Nemesis 2: Nebula (1995),"['Sue Price', 'Chad Stahelski', 'Tina Cote']"
1597,Romper Stomper (1992),"['Russell Crowe', 'Daniel Pollock', 'Jacqueline McKenzie']"
1598,City of Industry (1997),"['Harvey Keitel', 'Stephen Dorff', 'Timothy Hutton']"
1599,Someone Else's America (1995),"['Tom Conti', ""Predrag 'Miki' Manojlovic"", 'María Casares']"
1600,Guantanamera (1994),"['Carlos Cruz', 'Mirta Ibarra', 'Jorge Perugorría']"
1601,Office Killer (1997),"['Florina Rodov', 'Jason Brill', 'Eddie Malavarca']"
1602,A Price Above Rubies (1998),"['Renée Zellweger', 'Christopher Eccleston', 'Julianna Margulies']"
1603,Angela (1995),"['Miranda Rhyne', 'Charlotte Eve Blythe', 'Anna Thomson']"
1604,He Walked by Night (1948),"['Richard Basehart', 'Scott Brady', 'Roy Roberts']"
1605,Love Serenade (1996),"['Miranda Otto', 'Rebecca Frith', 'George Shevtsov']"
1606,Deceiver (1997),"['Tim Roth', 'Chris Penn', 'Michael Rooker']"
1607,Hurricane Streets (1998),"['Brendan Sexton III', 'Antoine McLean', 'Mtume Gant']"
1608,Buddy (1997),"['Rene Russo', 'Robbie Coltrane', 'Alan Cumming']"
1609,B*A*P*S (1997),"['Halle Berry', 'Martin Landau', 'Ian Richardson']"
1610,N.M. Truth or Consequences (1997),"['Vincent Gallo', 'Mykelti Williamson', 'Kiefer Sutherland']"
1611,Intimate Relations (1996),"['Julie Walters', 'Rupert Graves', 'Matthew Walker']"
1612,The Leading Man (1996),"['Jon Bon Jovi', 'Anna Galiena', 'Lambert Wilson']"
1613,Tokyo Fist (1995),"['Kaori Fujii', ""Shin'ya Tsukamoto"", 'Kôji Tsukamoto']"
1614,The Reluctant Debutante (1958),"['Rex Harrison', 'Kay Kendall', 'John Saxon']"
1615,Warriors of Virtue (1997),"['Angus Macfadyen', 'Mario Yedidia', 'Marley Shelton']"
1616,Desert Winds (1995),"['Adam Ant', 'Heather Graham', 'Jessica Hamilton']"
1617,Hugo Pool (1997),"['Alyssa Milano', 'Mark Boone Junior', 'Malcolm McDowell']"
1618,King of New York (1990),"['Christopher Walken', 'David Caruso', 'Laurence Fishburne']"
1619,All Things Fair (1996),"['Johan Widerberg', 'Marika Lagercrantz', 'Tomas von Brömssen']"
1620,The Sixth Man (1997),"['Marlon Wayans', 'Kadeem Hardison', 'David Paymer']"
1621,Butterfly Kiss (1995),"['Amanda Plummer', 'Kathy Jamieson', 'Saskia Reeves']"
1622,France Paris (1993),"['Leslie Hope', 'Peter Outerbridge', 'Victor Ertmanis']"
1623,La Cérémonie (1995),"['Isabelle Huppert', 'Sandrine Bonnaire', 'Jean-Pierre Cassel']"
1624,Hush (1998),"['Jessica Lange', 'Gwyneth Paltrow', 'Johnathon Schaech']"
1625,Nightwatch (1997),"['Anais Evans', 'Ewan McGregor', 'Nick Nolte']"
1626,Nobody Loves Me (Keiner liebt mich) (1994),"['Maria Schrader', 'Pierre Sanoussi-Bliss', 'Michael von Au']"
1627,The Wife (1995),"['Julie Hagerty', 'Tom Noonan', 'Wallace Shawn']"
1628,Lamerica (1994),"['Enrico Lo Verso', 'Michele Placido', 'Piro Milkani']"
1629,Nico Icon (1995),"['Nico', 'Tina Aumont', 'Christian Päffgen']"
1630,The Silence of the Palace (1994),"['Jodie Foster', 'Anthony Hopkins', 'Scott Glenn']"
1631,The Slingshot (1993),"['Jesper Salén', 'Stellan Skarsgård', 'Basia Frydman']"
1632,Land and Freedom (Tierra y libertad) (1995),"['Ian Hart', 'Rosana Pastor', 'Icíar Bollaín']"
1633,Á köldum klaka (Cold Fever) (1994),['Unknow']
1634,Etz Hadomim Tafus (Under the Domin Tree) (1994),['Unknow']
1635,Two Friends (1986) ,"['Kris Bidenko', 'Emma Coles', 'Kris McQuade']"
1636,Brothers in Trouble (1995),"['Om Puri', 'Pawan Malhotra', 'Angeline Ball']"
1637,Girls Town (1996),"['Lili Taylor', 'Bruklin Harris', 'Anna Grace']"
1638,Normal Life (1996),"['Ashley Judd', 'Luke Perry', 'Bruce A. Young']"
1639,Bitter Sugar (Azucar Amargo) (1996),['Unknow']
1640,The Eighth Day (1996),"['Daniel Auteuil', 'Pascal Duquenne', 'Miou-Miou']"
1641,Dadetown (1995),"['Jim Pryor', 'Fred Worrell', 'Bob Signoracci']"
1642,Some Mother's Son (1996),"['Helen Mirren', 'Fionnula Flanagan', 'Aidan Gillen']"
1643,Angel Baby (1995),"['John Lynch', 'Jacqueline McKenzie', 'Colin Friels']"
1644,Sudden Manhattan (1996),"['Adrienne Shelly', 'Tim Guinee', 'Roger Rees']"
1645,The Butcher Boy (1998),"['Eamonn Owens', 'Sean McGinley', 'Peter Gowen']"
1646,Men With Guns (1997),"['Federico Luppi', 'Damián Delgado', 'Dan Rivera González']"
1647,Hana-bi (1997),"['Takeshi Kitano', 'Kayoko Kishimoto', 'Ren Ôsugi']"
1648,Niagara Niagara (1997),"['Robin Tunney', 'Henry Thomas', 'Michael Parks']"
1649,The Big One (1997),"['Michael Moore', 'Elaine Bly', 'Dan Burns']"
1650,The Butcher Boy (1998),"['Eamonn Owens', 'Sean McGinley', 'Peter Gowen']"
1651,The Spanish Prisoner (1997),"['Campbell Scott', 'Ricky Jay', 'Rebecca Pidgeon']"
1652,Temptress Moon (Feng Yue) (1996),['Unknow']
1653,Entertaining Angels: The Dorothy Day Story (1996),"['Moira Kelly', 'Martin Sheen', 'Lenny von Dohlen']"
1654,Chairman of the Board (1998),"[""Scott 'Carrot Top' Thompson"", 'Courtney Thorne-Smith', 'Larry Miller']"
1655,The Favor (1994),"['Harley Jane Kozak', 'Elizabeth McGovern', 'Bill Pullman']"
1656,Little City (1998),"['Jon Bon Jovi', 'Penelope Ann Miller', 'Joe Bellan']"
1657,Target (1995),"['Betsy Boyle', 'Tane McClure', 'Wendy Sage']"
1658,The Substance of Fire (1996),"['Tony Goldwyn', 'Benjamin Ungar', 'Timothy Hutton']"
1659,Getting Away With Murder (1996),"['Dan Aykroyd', 'Lily Tomlin', 'Jack Lemmon']"
1660,Small Faces (1995),"['Iain Robertson', 'Joe McFadden', 'Steven Duffy']"
1661,The New Age (1994),"['Peter Weller', 'Judy Davis', 'Patrick Bauchau']"
1662,Rough Magic (1995),"['Bridget Fonda', 'Russell Crowe', 'Jim Broadbent']"
1663,Nothing Personal (1995),"['Ian Hart', 'John Lynch', 'James Frain']"
1664,8 Heads in a Duffel Bag (1997),"['Joe Pesci', 'Andy Comeau', 'Kristy Swanson']"
1665,A Brother's Kiss (1997),"['Nick Chinlund', 'Michael Raynor', 'Justin Pierce']"
1666,Ripe (1996),"['Monica Keena', 'Daisy Eagan', 'Gordon Currie']"
1667,The Next Step (1995),"['Victoria Baldesarra', 'Briar Nolet', 'Brittany Raymond']"
1668,Wedding Bell Blues (1996),"['Illeana Douglas', 'Paulina Porizkova', 'Julie Warner']"
1669,MURDER and murder (1996),Unknow
1670,Tainted (1998),"['Jason Brouwer', 'T.J. Timon', 'Ronnie Walsh']"
1671,A Further Gesture (1996),"['Stephen Rea', 'Alfred Molina', 'Rosana Pastor']"
1672,Kika (1993),"['Verónica Forqué', 'Peter Coyote', 'Victoria Abril']"
1673,Mirage (1995),"['James Andronica', 'Cuauhtemoc Rivas', 'Edward James Olmos']"
1674,Mamma Roma (1962),"['Anna Magnani', 'Ettore Garofolo', 'Franco Citti']"
1675,The Sunchaser (1996),"['Woody Harrelson', 'Jon Seda', 'Anne Bancroft']"
1676,The War at Home (1996),"['Emilio Estevez', 'Kathy Bates', 'Martin Sheen']"
1677,Sweet Nothing (1995),"['Michael Imperioli', 'Mira Sorvino', 'Joyce Phillips']"
1678,Mat' i syn (1997),"['Aleksei Ananishnov', 'Gudrun Geyer']"
1679,B. Monkey (1998),"['Asia Argento', 'Jared Harris', 'Rupert Everett']"
1680,Sliding Doors (1998),"['Gwyneth Paltrow', 'John Hannah', 'John Lynch']"
1681,You So Crazy (1994),Unknow
1682,Scream of Stone (Schrei aus Stein) (1991),"['Vittorio Mezzogiorno', 'Stefan Glowacz', 'Mathilda May']"
